subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order	xlsxpath	path	basename	docpath	file
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	84	Create new	species	Circumitovirus 48	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Circumitovirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Circumitovirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:83	NA	81	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	84	Create new	species	Circumitovirus 48	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Circumitovirus;Circumitovirus 48'	NA	81	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	85	Create new	genus	Viscerivirus	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae], otherProposals=NA	NA	34	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	85	Create new	genus	Viscerivirus	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create genus of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Viscerivirus'	NA	34	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	86	Create new	species	Viscerivirus 525	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Inoviridae//Monodnaviria];[Viscerivirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Inoviridae];[//Viscerivirus], otherProposals=2024.035B.Uc.v3.Tubulavirales_34ng_49ns.zip:85	NA	82	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	86	Create new	species	Viscerivirus 525	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Viscerivirus;Viscerivirus 525'	NA	82	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	87	Create new	species	Thomixvirus zuza	WARNING	CREATE.PARENT_LINEAGE	Change=NEW, proposed parent taxon exists, but not with expected lineage, using observed lineage	PROPOSED//OBSERVED=[Paulinoviridae//Monodnaviria];[Thomixvirus//Loebvirae];[//Hofneiviricota];[//Faserviricetes];[//Tubulavirales];[//Paulinoviridae];[//Thomixvirus], otherProposals=NA	NA	83	NA	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.035B	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.docx	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	87	Create new	species	Thomixvirus zuza	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Paulinoviridae;Thomixvirus;Thomixvirus zuza'	NA	83	NA	NA	NA	NA	NA
NA	2024.035B	NA	2024.035B.Uc.v3.Tubulavirales_sim_matrix.xlsx	NA	NA	NA	NA	ERROR	NON_PROPOSAL_NOT_SUPPL	Note a proposal XLSX: All supplemental XLSX files should have '_Suppl.' in the name!	NA	B	NA	testData/msl40v1/proposals_msl41_min_extra_file/2024.035B.Uc.v3.Tubulavirales_sim_matrix.xlsx	testData/msl40v1/proposals_msl41_min_extra_file	2024.035B.Uc.v3.Tubulavirales_sim_matrix	testData/msl40v1/proposals_msl41_min_extra_file/2024.035B.Uc.v3.Tubulavirales_sim_matrix.xlsx	2024.035B.Uc.v3.Tubulavirales_sim_matrix.xlsx
NA	2024.035B	NA	2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx	NA	NA	NA	NA	ERROR	XLSX_DUPCODE	duplicate proposal ID: 2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx,2024.035B.Uc.v3.Tubulavirales_sim_matrix.xlsx	NA	B	NA	NA	NA	NA	NA	NA
NA	2024.035B	NA	2024.035B.Uc.v3.Tubulavirales_sim_matrix.xlsx	NA	NA	NA	NA	ERROR	XLSX_DUPCODE	duplicate proposal ID: 2024.035B.Uc.v3.Tubulavirales_34ng_49ns.xlsx,2024.035B.Uc.v3.Tubulavirales_sim_matrix.xlsx	NA	B	NA	NA	NA	NA	NA	NA
