Isolate ID	Species Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Genome coverage	Genome	Host source	Accessions Link	Editor Notes	QC_status	QC_taxon_inher_molecule	QC_taxon_change	QC_taxon_proposal
=HYPERLINK("https://ictv.global/id/VMR1007955","VMR1007955")	8600	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumnigeriaense	=HYPERLINK("https://ictv.global/id/ICTV20131975","ICTV20131975")	E	tomato leaf curl Nigeria virus	ToLCNGV	Nigeria-2006	DNA-A: FJ685621	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/FJ685621","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007956","VMR1007956")	8601	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumpalampurense	=HYPERLINK("https://ictv.global/id/ICTV20152861","ICTV20152861")	E	tomato leaf curl Palampur virus	ToLCPalV	India-Palampur-2007	DNA-A: AM884015; DNA-B: AM992534	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AM884015,AM992534","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007902","VMR1007902")	8602	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumpallidi	=HYPERLINK("https://ictv.global/id/ICTV201907530","ICTV201907530")	E	tomato chlorotic leaf curl virus	ToCLCV	BR-Alt1-16	DNA-A: MK558058; DNA-B: MK558059	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK558058,MK558059","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007903","VMR1007903")	8603	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumpallidicontorsionis	=HYPERLINK("https://ictv.global/id/ICTV20131960","ICTV20131960")	E	tomato chlorotic leaf distortion virus	ToClLDV	Venezuela-Zulia-2004	DNA-A: HQ201952; DNA-B: HQ201953	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/HQ201952,HQ201953","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007904","VMR1007904")	8604	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumpallidiguyanense	=HYPERLINK("https://ictv.global/id/ICTV20175834","ICTV20175834")	E	tomato chlorotic mottle Guyane virus	ToCMoGV	French Guyana-Mon2-GF455-2009	DNA-A: KR263181; DNA-B: KR263172	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KR263181,KR263172","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007905","VMR1007905")	8605	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumpallidivariati	=HYPERLINK("https://ictv.global/id/ICTV20041192","ICTV20041192")	E	tomato chlorotic mottle virus-Bahia	ToCMoV-Ba	Brazil-Seabra 1-1996	DNA-A: AF490004; DNA-B: AF491306	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF490004,AF491306","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012607","VMR1012607")	8605	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumpallidivariati	=HYPERLINK("https://ictv.global/id/ICTV20041192","ICTV20041192")	A	tomato chlorotic mottle virus	ToCMoV	Brazil-Florestal 211-2008	DNA-A: KC706561	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KC706561","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012608","VMR1012608")	8605	3	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumpallidivariati	=HYPERLINK("https://ictv.global/id/ICTV20041192","ICTV20041192")	A	tomato chlorotic mottle virus-Minas Gerais	ToCMoV-MG	Brazil-Betim 1-1996	DNA-A: AY090557	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY090557","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007908","VMR1007908")	8606	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumparvi	=HYPERLINK("https://ictv.global/id/ICTV20131962","ICTV20131962")	E	tomato dwarf leaf virus	ToDfLV	Argentin-Pichanal 397-2008	DNA-A: JN564749; DNA-B: JN564750	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JN564749,JN564750","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007957","VMR1007957")	8607	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumpatnaense	=HYPERLINK("https://ictv.global/id/ICTV20152862","ICTV20152862")	E	tomato leaf curl Patna virus	ToLCPatV	India-Patna-2008	DNA-A: EU862323	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/EU862323","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007958","VMR1007958")	8608	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumphilippinense	=HYPERLINK("https://ictv.global/id/ICTV20041202","ICTV20041202")	E	tomato leaf curl Philippines virus-B	ToLCPV-B	Philippines-Los Banos 2	DNA-A: AB050597	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AB050597","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012620","VMR1012620")	8608	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumphilippinense	=HYPERLINK("https://ictv.global/id/ICTV20041202","ICTV20041202")	A	tomato leaf curl Philippines virus-A	ToLCPV-A	Philippines-Laguna-2006	DNA-A: AB377113	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AB377113","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012621","VMR1012621")	8608	3	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumphilippinense	=HYPERLINK("https://ictv.global/id/ICTV20041202","ICTV20041202")	A	tomato leaf curl Philippines virus-C	ToLCPV-C	Philippines-Laguna-2006	DNA-A: AB307731	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AB307731","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007959","VMR1007959")	8609	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumpunense	=HYPERLINK("https://ictv.global/id/ICTV20083986","ICTV20083986")	E	tomato leaf curl Pune virus	ToLCPuV	India-Pune-2005	DNA-A: AY754814	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY754814","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007961","VMR1007961")	8610	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumrajasthanense	=HYPERLINK("https://ictv.global/id/ICTV20152863","ICTV20152863")	E	tomato leaf curl Rajasthan virus	ToLCRaV	India-Rajasthan-2005	DNA-A: DQ339117	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/DQ339117","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007907","VMR1007907")	8611	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumretorridi	=HYPERLINK("https://ictv.global/id/ICTV20041193","ICTV20041193")	E	tomato curly stunt virus	ToCSV	South Africa-Onderberg-1998	DNA-A: AF261885	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF261885","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007983","VMR1007983")	8612	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumrugosi	=HYPERLINK("https://ictv.global/id/ICTV20041211","ICTV20041211")	E	tomato rugose mosaic virus	ToRMV	Brazil-Uberlandia 1-1996	DNA-A: AF291705; DNA-B: AF291706	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF291705,AF291706","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007984","VMR1007984")	8613	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumrugosiflavi	=HYPERLINK("https://ictv.global/id/ICTV20131983","ICTV20131983")	E	tomato rugose yellow leaf curl virus	TRYLCV	Uruguay-Salto Grande-U2-2009	DNA-A: JN381819; DNA-B: JN381814	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JN381819,JN381814","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007986","VMR1007986")	8614	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumseveri	=HYPERLINK("https://ictv.global/id/ICTV19981432","ICTV19981432")	E	tomato severe leaf curl virus-Guatemala	ToSLCV-GT	Guatemala-Sansirisay-1996	DNA-A: AF130415	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF130415","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012632","VMR1012632")	8614	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumseveri	=HYPERLINK("https://ictv.global/id/ICTV19981432","ICTV19981432")	A	tomato severe leaf curl virus	ToSLCV	Mexico-Huasteca-2011	DNA-A: JN680352	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JN680352","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012633","VMR1012633")	8614	3	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumseveri	=HYPERLINK("https://ictv.global/id/ICTV19981432","ICTV19981432")	A	tomato severe leaf curl virus-Nicaragua	ToSLCV-NI	Nicaragua-Condega	DNA-A: AJ508784	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AJ508784","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007978","VMR1007978")	8615	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumseverparvi	=HYPERLINK("https://ictv.global/id/ICTV202009135","ICTV202009135")	E	tomato mosaic severe dwarf virus	ToMSDV	BR-DF-640_AA_LVV-16	DNA-A: MN147863; DNA-B: MN147864	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MN147863,MN147864","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007987","VMR1007987")	8616	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumseverugosi	=HYPERLINK("https://ictv.global/id/ICTV20041213","ICTV20041213")	E	tomato severe rugose virus	ToSRV	Brazil-Petrolina de Goias 1-Capsicum-2003	DNA-A: DQ207749; DNA-B: EF534708	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/DQ207749,EF534708","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007962","VMR1007962")	8617	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumseychellesense	=HYPERLINK("https://ictv.global/id/ICTV20083987","ICTV20083987")	E	tomato leaf curl Seychelles virus	ToLCSCV	Seychelles-Val d'Endor-2004	DNA-A: AM491778	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AM491778","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007963","VMR1007963")	8618	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumsinaloaense	=HYPERLINK("https://ictv.global/id/ICTV20083988","ICTV20083988")	E	tomato leaf curl Sinaloa virus	ToLCSiV	Nicaragua-Santa Lucia-NI2	DNA-A: AJ608286; DNA-B: AJ508783	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AJ608286,AJ508783","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007964","VMR1007964")	8619	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumsrilankaense	=HYPERLINK("https://ictv.global/id/ICTV20041203","ICTV20041203")	E	tomato leaf curl Sri Lanka virus	ToLCLKV	Sri Lanka-Bandarawela-1997	DNA-A: AF274349	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF274349","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007965","VMR1007965")	8620	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumsudanense	=HYPERLINK("https://ictv.global/id/ICTV20073764","ICTV20073764")	E	tomato leaf curl Sudan virus-Gezira	ToLCSDV-Gez	Sudan-Gezira-1996	DNA-A: AY044137	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY044137","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012622","VMR1012622")	8620	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumsudanense	=HYPERLINK("https://ictv.global/id/ICTV20073764","ICTV20073764")	A	tomato leaf curl Sudan virus	ToLCSDV	Sudan-WM-2011	DNA-A: KC763630	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KC763630","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012623","VMR1012623")	8620	3	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumsudanense	=HYPERLINK("https://ictv.global/id/ICTV20073764","ICTV20073764")	A	tomato leaf curl Sudan virus-Shambat	ToLCSDV-Sha	Sudan-Shambat-1996	DNA-A: AY044139	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY044139","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012624","VMR1012624")	8620	4	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumsudanense	=HYPERLINK("https://ictv.global/id/ICTV20073764","ICTV20073764")	A	tomato leaf curl Sudan virus-Yemen	ToLCSDV-YE	Yemen-2005	DNA-A: EF110891	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/EF110891","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007966","VMR1007966")	8621	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumsulawesiense	=HYPERLINK("https://ictv.global/id/ICTV20152864","ICTV20152864")	E	tomato leaf curl Sulawesi virus	ToLCSuV	Indonesia-Sulawesi-Langowan F101-2006	DNA-A: FJ237617	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/FJ237617","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007980","VMR1007980")	8622	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumtainoense	=HYPERLINK("https://ictv.global/id/ICTV19981422","ICTV19981422")	E	tomato mottle Taino virus	ToMoTaV	Cuba	DNA-A: AF012300; DNA-B: AF012301	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF012300,AF012301","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007967","VMR1007967")	8623	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumtaiwanense	=HYPERLINK("https://ictv.global/id/ICTV19981429","ICTV19981429")	E	tomato leaf curl Taiwan virus-A	ToLCTV-A	Taiwan	DNA-A: U88692	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/U88692","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012625","VMR1012625")	8623	2	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumtaiwanense	=HYPERLINK("https://ictv.global/id/ICTV19981429","ICTV19981429")	A	tomato leaf curl Taiwan virus	ToLCTV	China-NS1-2011	DNA-A: JQ867093	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JQ867093","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012626","VMR1012626")	8623	3	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumtaiwanense	=HYPERLINK("https://ictv.global/id/ICTV19981429","ICTV19981429")	A	tomato leaf curl Taiwan virus-B	ToLCTV-B	Taiwan-Luye 2-4-2009	DNA-A: GU723730	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/GU723730","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1012627","VMR1012627")	8623	4	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumtaiwanense	=HYPERLINK("https://ictv.global/id/ICTV19981429","ICTV19981429")	A	tomato leaf curl Taiwan virus-C	ToLCTV-C	Taiwan-Chiayi-LJC14-2005	DNA-A: DQ866128	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/DQ866128","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007968","VMR1007968")	8624	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumtanzaniaense	=HYPERLINK("https://ictv.global/id/ICTV201856712","ICTV201856712")	E	tomato leaf curl Tanzania virus	ToLCTZV	TZ-Ten-05	DNA-A: DQ519575	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/DQ519575","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007975","VMR1007975")	8625	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumtenuimusivi	=HYPERLINK("https://ictv.global/id/ICTV20131980","ICTV20131980")	E	tomato mild mosaic virus	ToMMV	Brazil-Paty do Alferes 58-2005	DNA-A: EU710752; DNA-B: EU710753	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/EU710752,EU710753","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007969","VMR1007969")	8626	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumtoliaraense	=HYPERLINK("https://ictv.global/id/ICTV20131977","ICTV20131977")	E	tomato leaf curl Toliara virus	ToLCToV	Madagascar-Miandrivazo-2001	DNA-A: AM701768	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AM701768","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007988","VMR1007988")	8627	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumtortilis	=HYPERLINK("https://ictv.global/id/ICTV201907532","ICTV201907532")	E	tomato twisted leaf virus	ToTLV	VE-Be6.6H-05	DNA-A: MK440292	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK440292","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007909","VMR1007909")	8628	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumtumoris	=HYPERLINK("https://ictv.global/id/ICTV20175835","ICTV20175835")	E	tomato enation leaf curl virus	ToELCV	India-TC14-2008	DNA-A: KP195260	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KP195260","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007970","VMR1007970")	8629	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumugandaense	=HYPERLINK("https://ictv.global/id/ICTV20083992","ICTV20083992")	E	tomato leaf curl Uganda virus	ToLCUV	Uganda-Iganga-2005	DNA-A: DQ127170	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/DQ127170","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007981","VMR1007981")	8630	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumvariati	=HYPERLINK("https://ictv.global/id/ICTV19951000","ICTV19951000")	E	tomato mottle virus	ToMoV	United States-Florida-1989	DNA-A: L14460; DNA-B: L14461	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/L14460,L14461","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007979","VMR1007979")	8631	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumvariatuminvolutionis	=HYPERLINK("https://ictv.global/id/ICTV20131982","ICTV20131982")	E	tomato mottle leaf curl virus	ToMoLCV	Brazil-Jaiba 13-2008	DNA-A: KC706615	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KC706615","NCBI Nucleotide")			ssDNA(+/-)	same	
=HYPERLINK("https://ictv.global/id/VMR1007989","VMR1007989")	8632	1	Floreoviria		Shotokuvirae		Cressdnaviricota		Repensiviricetes		Geplafuvirales		Geminiviridae		Begomovirus		Begomovirus solanumvenadepravationis	=HYPERLINK("https://ictv.global/id/ICTV202009136","ICTV202009136")	E	tomato vein clearing leaf deformation virus	ToVCLDeV	AR-Cordoba-Monte Cristo-Tom51-05	DNA-A: MK423208; DNA-B: MK423207	Complete genome	ssDNA(+/-)	plants	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MK423208,MK423207","NCBI Nucleotide")			ssDNA(+/-)	same	
